data.bonus,playerId,id,name,pc_bonus,bonus,cost
2.6400000000000015,wXsGgzkQgoofFhxwk,5f9015fd98f35904fc371184,fourRotate,3,5.64,7.52
2.6266666666666683,hv4nKRCaDiRgPQjY4,5eea62dd80fc2115fd5770b6,fourRotate,3,5.63,7.51
2.706666666666668,ZGADNAezcCdtejsh5,607acf12ffeaba52ee91a2de,fourRotate,3,5.71,7.61
2.5466666666666686,qZYMtuyj2SBfZk8XH,5d8e4c3027fdac00178fd72e,fourRotate,3,5.55,7.4
2.520000000000002,ieBYKaxXNCy2QcwJj,60908b7627b515be9cba1822,fourRotate,3,5.52,7.36
2.653333333333335,PzsrjpFbCRkuAMq8B,5cee2bb22e4f1700012a9e9c,fourRotate,3,5.65,7.53
2.560000000000002,KDECwB9Cikjj7ZsE9,5c5a060fcb75f20001e60f78,fourRotate,3,5.56,7.41
2.746666666666669,ZvhRyXkvKz6ES5HwX,6091a9882d1dbdad61a65ddc,fourRotate,3,5.75,7.67
2.5866666666666682,HdKK2ktAX4RmvJwZk,5ed193f07a20010f3b111f8f,fourRotate,3,5.59,7.45
2.7733333333333348,o7s7B6kZLqvaG62N4,5f3d3ea5f7735207dbcb6904,fourRotate,3,5.77,7.69
2.6533333333333347,HqyHHokWZEzaNafoJ,607762af3bda98953a914f23,fourRotate,3,5.65,7.53
2.666666666666668,tu7h5gBhgzwA6ttCD,590a3c659e26f200016e144b,fourRotate,3,5.67,7.56
2.7600000000000016,BHm7hWNhNRnqXSyJX,606f4d25ce8ac25c79b03915,fourRotate,3,5.76,7.68
2.680000000000002,2Rs4BqzSBpqDh2fpP,60670ac0fc7e169231369ab1,fourRotate,3,5.68,7.57
2.7600000000000016,c9T7t2RNEHdtaipbh,608b47f65c8859645d0a0b23,fourRotate,3,5.76,7.68
2.6400000000000015,FzbGtMkbEZkg6xLHp,563e7256cbd4c60005dc91a0,fourRotate,3,5.64,7.52
